Population,Latitude,Longitude,Year_start,Year_end,Temperature,Sex,Replicate_vial,Wing_centroid_size,,,
Pambula,-36.92,149.87,2008,2008,18,male,1,2.34,,,
Pambula,-36.92,149.87,2008,2008,18,male,1,2.20,,,
Pambula,-36.92,149.87,2008,2008,18,male,1,2.33,,,
Pambula,-36.92,149.87,2008,2008,18,male,1,2.37,,,
Pambula,-36.92,149.87,2008,2008,18,male,1,2.25,,,
Pambula,-36.92,149.87,2008,2008,18,male,1,2.28,,,
Pambula,-36.92,149.87,2008,2008,18,male,1,2.34,,,
Pambula,-36.92,149.87,2008,2008,18,male,2,2.67,,,
Pambula,-36.92,149.87,2008,2008,18,male,2,2.54,,,
Pambula,-36.92,149.87,2008,2008,18,male,2,2.53,,,
Pambula,-36.92,149.87,2008,2008,18,male,2,2.55,,,
Pambula,-36.92,149.87,2008,2008,18,male,2,2.56,,,
Pambula,-36.92,149.87,2008,2008,18,male,2,2.49,,,
Pambula,-36.92,149.87,2008,2008,18,male,2,2.67,,,
Pambula,-36.92,149.87,2008,2008,18,male,2,2.51,,,
Pambula,-36.92,149.87,2008,2008,18,male,2,2.52,,,
Pambula,-36.92,149.87,2008,2008,18,male,2,2.63,,,
Pambula,-36.92,149.87,2008,2008,18,male,3,2.36,,,
Pambula,-36.92,149.87,2008,2008,18,male,3,2.41,,,
Pambula,-36.92,149.87,2008,2008,18,male,3,2.49,,,
Pambula,-36.92,149.87,2008,2008,18,male,3,2.24,,,
Pambula,-36.92,149.87,2008,2008,18,male,3,2.52,,,
Pambula,-36.92,149.87,2008,2008,18,male,3,2.31,,,
Pambula,-36.92,149.87,2008,2008,18,male,3,2.48,,,
Pambula,-36.92,149.87,2008,2008,18,male,3,2.50,,,
Pambula,-36.92,149.87,2008,2008,18,male,3,2.40,,,
Pambula,-36.92,149.87,2008,2008,18,male,3,2.55,,,
Metung,-37.88,147.85,2008,2008,18,female,1,2.85,,,
Metung,-37.88,147.85,2008,2008,18,female,1,2.58,,,
Metung,-37.88,147.85,2008,2008,18,female,1,2.69,,,
Metung,-37.88,147.85,2008,2008,18,female,1,2.80,,,
Metung,-37.88,147.85,2008,2008,18,female,1,2.89,,,
Metung,-37.88,147.85,2008,2008,18,female,1,2.67,,,
Metung,-37.88,147.85,2008,2008,18,female,1,2.74,,,
Metung,-37.88,147.85,2008,2008,18,female,1,2.58,,,
Metung,-37.88,147.85,2008,2008,18,female,1,2.68,,,
Metung,-37.88,147.85,2008,2008,18,female,1,2.74,,,
Metung,-37.88,147.85,2008,2008,18,female,2,2.62,,,
Metung,-37.88,147.85,2008,2008,18,female,2,2.59,,,
Metung,-37.88,147.85,2008,2008,18,female,2,2.86,,,
Metung,-37.88,147.85,2008,2008,18,female,2,2.80,,,
Metung,-37.88,147.85,2008,2008,18,female,2,2.67,,,
Metung,-37.88,147.85,2008,2008,18,female,2,2.78,,,
Metung,-37.88,147.85,2008,2008,18,female,2,2.73,,,
Metung,-37.88,147.85,2008,2008,18,female,2,2.75,,,
Metung,-37.88,147.85,2008,2008,18,female,2,2.86,,,
Metung,-37.88,147.85,2008,2008,18,female,2,2.75,,,
Metung,-37.88,147.85,2008,2008,18,female,3,2.68,,,
Metung,-37.88,147.85,2008,2008,18,female,3,2.66,,,
Metung,-37.88,147.85,2008,2008,18,female,3,2.69,,,
Metung,-37.88,147.85,2008,2008,18,female,3,2.78,,,
Metung,-37.88,147.85,2008,2008,18,female,3,2.68,,,
Metung,-37.88,147.85,2008,2008,18,female,3,2.72,,,
Metung,-37.88,147.85,2008,2008,18,female,3,2.79,,,
Metung,-37.88,147.85,2008,2008,18,female,3,2.59,,,
Metung,-37.88,147.85,2008,2008,18,female,3,2.72,,,
Metung,-37.88,147.85,2008,2008,18,female,3,2.70,,,
Metung,-37.88,147.85,2008,2008,18,male,1,2.40,,,
Metung,-37.88,147.85,2008,2008,18,male,1,2.32,,,
Metung,-37.88,147.85,2008,2008,18,male,1,2.43,,,
Metung,-37.88,147.85,2008,2008,18,male,1,2.35,,,
Metung,-37.88,147.85,2008,2008,18,male,1,2.39,,,
Metung,-37.88,147.85,2008,2008,18,male,1,2.44,,,
Metung,-37.88,147.85,2008,2008,18,male,1,2.41,,,
Metung,-37.88,147.85,2008,2008,18,male,1,2.31,,,
Metung,-37.88,147.85,2008,2008,18,male,1,2.30,,,
Metung,-37.88,147.85,2008,2008,18,male,1,2.36,,,
Metung,-37.88,147.85,2008,2008,18,male,2,2.37,,,
Metung,-37.88,147.85,2008,2008,18,male,2,2.35,,,
Metung,-37.88,147.85,2008,2008,18,male,2,2.35,,,
Metung,-37.88,147.85,2008,2008,18,male,2,2.42,,,
Metung,-37.88,147.85,2008,2008,18,male,2,2.54,,,
Metung,-37.88,147.85,2008,2008,18,male,2,2.44,,,
Metung,-37.88,147.85,2008,2008,18,male,2,2.28,,,
Metung,-37.88,147.85,2008,2008,18,male,2,2.54,,,
Metung,-37.88,147.85,2008,2008,18,male,2,2.38,,,
Metung,-37.88,147.85,2008,2008,18,male,3,2.38,,,
Metung,-37.88,147.85,2008,2008,18,male,3,2.43,,,
Metung,-37.88,147.85,2008,2008,18,male,3,2.34,,,
Metung,-37.88,147.85,2008,2008,18,male,3,2.43,,,
Metung,-37.88,147.85,2008,2008,18,male,3,2.46,,,
Metung,-37.88,147.85,2008,2008,18,male,3,2.47,,,
Metung,-37.88,147.85,2008,2008,18,male,3,2.47,,,
Metung,-37.88,147.85,2008,2008,18,male,3,2.35,,,
Metung,-37.88,147.85,2008,2008,18,male,3,2.43,,,
North_Tasmania,-41.23,147.32,2008,2008,18,female,1,2.80,,,
North_Tasmania,-41.23,147.32,2008,2008,18,female,1,2.88,,,
North_Tasmania,-41.23,147.32,2008,2008,18,female,1,2.88,,,
North_Tasmania,-41.23,147.32,2008,2008,18,female,1,2.77,,,
North_Tasmania,-41.23,147.32,2008,2008,18,female,1,2.86,,,
North_Tasmania,-41.23,147.32,2008,2008,18,female,1,2.71,,,
North_Tasmania,-41.23,147.32,2008,2008,18,female,1,2.86,,,
North_Tasmania,-41.23,147.32,2008,2008,18,female,1,2.85,,,
North_Tasmania,-41.23,147.32,2008,2008,18,female,1,2.83,,,
North_Tasmania,-41.23,147.32,2008,2008,18,female,1,2.84,,,
North_Tasmania,-41.23,147.32,2008,2008,18,female,2,2.68,,,
North_Tasmania,-41.23,147.32,2008,2008,18,female,2,2.75,,,
North_Tasmania,-41.23,147.32,2008,2008,18,female,2,2.71,,,
North_Tasmania,-41.23,147.32,2008,2008,18,female,2,2.84,,,
North_Tasmania,-41.23,147.32,2008,2008,18,female,2,2.77,,,
North_Tasmania,-41.23,147.32,2008,2008,18,female,2,2.66,,,
North_Tasmania,-41.23,147.32,2008,2008,18,female,2,2.89,,,
North_Tasmania,-41.23,147.32,2008,2008,18,female,2,2.82,,,
North_Tasmania,-41.23,147.32,2008,2008,18,female,2,2.84,,,
North_Tasmania,-41.23,147.32,2008,2008,18,female,2,2.82,,,
North_Tasmania,-41.23,147.32,2008,2008,18,female,3,2.78,,,
North_Tasmania,-41.23,147.32,2008,2008,18,female,3,2.83,,,
North_Tasmania,-41.23,147.32,2008,2008,18,female,3,2.75,,,
North_Tasmania,-41.23,147.32,2008,2008,18,female,3,2.87,,,
North_Tasmania,-41.23,147.32,2008,2008,18,female,3,2.76,,,
North_Tasmania,-41.23,147.32,2008,2008,18,female,3,2.77,,,
North_Tasmania,-41.23,147.32,2008,2008,18,female,3,2.93,,,
North_Tasmania,-41.23,147.32,2008,2008,18,male,1,2.50,,,
North_Tasmania,-41.23,147.32,2008,2008,18,male,1,2.58,,,
North_Tasmania,-41.23,147.32,2008,2008,18,male,1,2.66,,,
North_Tasmania,-41.23,147.32,2008,2008,18,male,1,2.52,,,
North_Tasmania,-41.23,147.32,2008,2008,18,male,1,2.56,,,
North_Tasmania,-41.23,147.32,2008,2008,18,male,1,2.49,,,
North_Tasmania,-41.23,147.32,2008,2008,18,male,1,2.57,,,
North_Tasmania,-41.23,147.32,2008,2008,18,male,1,2.60,,,
North_Tasmania,-41.23,147.32,2008,2008,18,male,1,2.53,,,
North_Tasmania,-41.23,147.32,2008,2008,18,male,1,2.68,,,
North_Tasmania,-41.23,147.32,2008,2008,18,male,2,2.44,,,
North_Tasmania,-41.23,147.32,2008,2008,18,male,2,2.44,,,
North_Tasmania,-41.23,147.32,2008,2008,18,male,2,2.47,,,
North_Tasmania,-41.23,147.32,2008,2008,18,male,2,2.59,,,
North_Tasmania,-41.23,147.32,2008,2008,18,male,2,2.44,,,
North_Tasmania,-41.23,147.32,2008,2008,18,male,2,2.57,,,
North_Tasmania,-41.23,147.32,2008,2008,18,male,2,2.44,,,
North_Tasmania,-41.23,147.32,2008,2008,18,male,2,2.53,,,
North_Tasmania,-41.23,147.32,2008,2008,18,male,2,2.50,,,
North_Tasmania,-41.23,147.32,2008,2008,18,male,2,2.50,,,
North_Tasmania,-41.23,147.32,2008,2008,18,male,2,2.57,,,
North_Tasmania,-41.23,147.32,2008,2008,18,male,3,2.49,,,
North_Tasmania,-41.23,147.32,2008,2008,18,male,3,2.55,,,
North_Tasmania,-41.23,147.32,2008,2008,18,male,3,2.50,,,
North_Tasmania,-41.23,147.32,2008,2008,18,male,3,2.49,,,
North_Tasmania,-41.23,147.32,2008,2008,18,male,3,2.63,,,
North_Tasmania,-41.23,147.32,2008,2008,18,male,3,2.45,,,
North_Tasmania,-41.23,147.32,2008,2008,18,male,3,2.48,,,
North_Tasmania,-41.23,147.32,2008,2008,18,male,3,2.53,,,
North_Tasmania,-41.23,147.32,2008,2008,18,male,3,2.60,,,
North_Tasmania,-41.23,147.32,2008,2008,18,male,3,2.58,,,
South_Tasmania,-43.15,147.12,2008,2008,18,female,1,2.82,,,
South_Tasmania,-43.15,147.12,2008,2008,18,female,1,2.80,,,
South_Tasmania,-43.15,147.12,2008,2008,18,female,1,2.79,,,
South_Tasmania,-43.15,147.12,2008,2008,18,female,1,2.96,,,
South_Tasmania,-43.15,147.12,2008,2008,18,female,1,2.90,,,
South_Tasmania,-43.15,147.12,2008,2008,18,female,1,2.78,,,
South_Tasmania,-43.15,147.12,2008,2008,18,female,1,2.80,,,
South_Tasmania,-43.15,147.12,2008,2008,18,female,1,2.94,,,
South_Tasmania,-43.15,147.12,2008,2008,18,female,1,2.60,,,
South_Tasmania,-43.15,147.12,2008,2008,18,female,1,2.87,,,
South_Tasmania,-43.15,147.12,2008,2008,18,female,2,2.98,,,
South_Tasmania,-43.15,147.12,2008,2008,18,female,2,2.81,,,
South_Tasmania,-43.15,147.12,2008,2008,18,female,2,2.81,,,
South_Tasmania,-43.15,147.12,2008,2008,18,female,2,2.86,,,
South_Tasmania,-43.15,147.12,2008,2008,18,female,2,3.03,,,
South_Tasmania,-43.15,147.12,2008,2008,18,female,2,2.74,,,
South_Tasmania,-43.15,147.12,2008,2008,18,female,2,2.91,,,
South_Tasmania,-43.15,147.12,2008,2008,18,female,2,2.80,,,
South_Tasmania,-43.15,147.12,2008,2008,18,female,2,2.81,,,
South_Tasmania,-43.15,147.12,2008,2008,18,female,3,2.81,,,
South_Tasmania,-43.15,147.12,2008,2008,18,female,3,2.96,,,
South_Tasmania,-43.15,147.12,2008,2008,18,female,3,3.04,,,
South_Tasmania,-43.15,147.12,2008,2008,18,female,3,2.82,,,
South_Tasmania,-43.15,147.12,2008,2008,18,female,3,2.90,,,
South_Tasmania,-43.15,147.12,2008,2008,18,female,3,2.82,,,
South_Tasmania,-43.15,147.12,2008,2008,18,female,3,2.95,,,
South_Tasmania,-43.15,147.12,2008,2008,18,female,3,2.96,,,
South_Tasmania,-43.15,147.12,2008,2008,18,female,3,2.94,,,
South_Tasmania,-43.15,147.12,2008,2008,18,male,1,2.54,,,
South_Tasmania,-43.15,147.12,2008,2008,18,male,1,2.64,,,
South_Tasmania,-43.15,147.12,2008,2008,18,male,1,2.58,,,
South_Tasmania,-43.15,147.12,2008,2008,18,male,1,2.72,,,
South_Tasmania,-43.15,147.12,2008,2008,18,male,1,2.48,,,
South_Tasmania,-43.15,147.12,2008,2008,18,male,1,2.64,,,
South_Tasmania,-43.15,147.12,2008,2008,18,male,1,2.57,,,
South_Tasmania,-43.15,147.12,2008,2008,18,male,1,2.57,,,
South_Tasmania,-43.15,147.12,2008,2008,18,male,1,2.53,,,
South_Tasmania,-43.15,147.12,2008,2008,18,male,1,2.50,,,
South_Tasmania,-43.15,147.12,2008,2008,18,male,2,2.59,,,
South_Tasmania,-43.15,147.12,2008,2008,18,male,2,2.44,,,
South_Tasmania,-43.15,147.12,2008,2008,18,male,2,2.69,,,
South_Tasmania,-43.15,147.12,2008,2008,18,male,2,2.63,,,
South_Tasmania,-43.15,147.12,2008,2008,18,male,2,2.49,,,
South_Tasmania,-43.15,147.12,2008,2008,18,male,2,2.58,,,
South_Tasmania,-43.15,147.12,2008,2008,18,male,2,2.59,,,
South_Tasmania,-43.15,147.12,2008,2008,18,male,2,2.58,,,
South_Tasmania,-43.15,147.12,2008,2008,18,male,2,2.64,,,
South_Tasmania,-43.15,147.12,2008,2008,18,male,2,2.56,,,
South_Tasmania,-43.15,147.12,2008,2008,18,male,3,2.63,,,
South_Tasmania,-43.15,147.12,2008,2008,18,male,3,2.68,,,
South_Tasmania,-43.15,147.12,2008,2008,18,male,3,2.62,,,
South_Tasmania,-43.15,147.12,2008,2008,18,male,3,2.50,,,
South_Tasmania,-43.15,147.12,2008,2008,18,male,3,2.60,,,
South_Tasmania,-43.15,147.12,2008,2008,18,male,3,2.58,,,
South_Tasmania,-43.15,147.12,2008,2008,18,male,3,2.51,,,
South_Tasmania,-43.15,147.12,2008,2008,18,male,3,2.74,,,
South_Tasmania,-43.15,147.12,2008,2008,18,male,3,2.59,,,
South_Tasmania,-43.15,147.12,2008,2008,18,male,3,2.64,,,
Innisfail,-17.52,146.02,2008,2008,25,female,1,2.41,,,
Innisfail,-17.52,146.02,2008,2008,25,female,1,2.44,,,
Innisfail,-17.52,146.02,2008,2008,25,female,1,2.21,,,
Innisfail,-17.52,146.02,2008,2008,25,female,1,2.33,,,
Innisfail,-17.52,146.02,2008,2008,25,female,1,2.34,,,
Innisfail,-17.52,146.02,2008,2008,25,female,1,2.41,,,
Innisfail,-17.52,146.02,2008,2008,25,female,1,2.39,,,
Innisfail,-17.52,146.02,2008,2008,25,female,1,2.40,,,
Innisfail,-17.52,146.02,2008,2008,25,female,1,2.32,,,
Innisfail,-17.52,146.02,2008,2008,25,female,2,2.35,,,
Innisfail,-17.52,146.02,2008,2008,25,female,2,2.38,,,
Innisfail,-17.52,146.02,2008,2008,25,female,2,2.44,,,
Innisfail,-17.52,146.02,2008,2008,25,female,2,2.39,,,
Innisfail,-17.52,146.02,2008,2008,25,female,2,2.39,,,
Innisfail,-17.52,146.02,2008,2008,25,female,2,2.39,,,
Innisfail,-17.52,146.02,2008,2008,25,female,2,2.49,,,
Innisfail,-17.52,146.02,2008,2008,25,female,2,2.38,,,
Innisfail,-17.52,146.02,2008,2008,25,female,2,2.36,,,
Innisfail,-17.52,146.02,2008,2008,25,female,2,2.45,,,
Innisfail,-17.52,146.02,2008,2008,25,female,3,2.44,,,
Innisfail,-17.52,146.02,2008,2008,25,female,3,2.31,,,
Innisfail,-17.52,146.02,2008,2008,25,female,3,2.33,,,
Innisfail,-17.52,146.02,2008,2008,25,female,3,2.41,,,
Innisfail,-17.52,146.02,2008,2008,25,female,3,2.29,,,
Innisfail,-17.52,146.02,2008,2008,25,female,3,2.33,,,
Innisfail,-17.52,146.02,2008,2008,25,female,3,2.37,,,
Innisfail,-17.52,146.02,2008,2008,25,male,1,1.92,,,
Innisfail,-17.52,146.02,2008,2008,25,male,1,1.93,,,
Innisfail,-17.52,146.02,2008,2008,25,male,1,2.11,,,
Innisfail,-17.52,146.02,2008,2008,25,male,1,2.03,,,
Innisfail,-17.52,146.02,2008,2008,25,male,1,2.00,,,
Innisfail,-17.52,146.02,2008,2008,25,male,1,1.97,,,
Innisfail,-17.52,146.02,2008,2008,25,male,1,2.10,,,
Innisfail,-17.52,146.02,2008,2008,25,male,1,2.03,,,
Innisfail,-17.52,146.02,2008,2008,25,male,2,2.03,,,
Innisfail,-17.52,146.02,2008,2008,25,male,2,2.07,,,
Innisfail,-17.52,146.02,2008,2008,25,male,2,2.03,,,
Innisfail,-17.52,146.02,2008,2008,25,male,2,2.14,,,
Innisfail,-17.52,146.02,2008,2008,25,male,2,2.22,,,
Innisfail,-17.52,146.02,2008,2008,25,male,2,2.15,,,
Innisfail,-17.52,146.02,2008,2008,25,male,2,2.17,,,
Innisfail,-17.52,146.02,2008,2008,25,male,2,2.11,,,
Innisfail,-17.52,146.02,2008,2008,25,male,2,2.09,,,
Innisfail,-17.52,146.02,2008,2008,25,male,2,2.01,,,
Innisfail,-17.52,146.02,2008,2008,25,male,3,2.17,,,
Innisfail,-17.52,146.02,2008,2008,25,male,3,2.10,,,
Innisfail,-17.52,146.02,2008,2008,25,male,3,1.96,,,
Innisfail,-17.52,146.02,2008,2008,25,male,3,2.05,,,
Innisfail,-17.52,146.02,2008,2008,25,male,3,2.14,,,
Innisfail,-17.52,146.02,2008,2008,25,male,3,2.03,,,
Innisfail,-17.52,146.02,2008,2008,25,male,3,2.01,,,
Innisfail,-17.52,146.02,2008,2008,25,male,3,2.03,,,
Innisfail,-17.52,146.02,2008,2008,25,male,3,2.00,,,
Innisfail,-17.52,146.02,2008,2008,25,male,3,2.11,,,
Cardwell,-18.20,145.90,2008,2008,25,female,1,2.25,,,
Cardwell,-18.20,145.90,2008,2008,25,female,1,2.28,,,
Cardwell,-18.20,145.90,2008,2008,25,female,1,2.21,,,
Cardwell,-18.20,145.90,2008,2008,25,female,1,2.20,,,
Cardwell,-18.20,145.90,2008,2008,25,female,1,2.31,,,
Cardwell,-18.20,145.90,2008,2008,25,female,1,2.18,,,
Cardwell,-18.20,145.90,2008,2008,25,female,1,2.28,,,
Cardwell,-18.20,145.90,2008,2008,25,female,1,2.10,,,
Cardwell,-18.20,145.90,2008,2008,25,female,1,2.16,,,
Cardwell,-18.20,145.90,2008,2008,25,female,2,2.18,,,
Cardwell,-18.20,145.90,2008,2008,25,female,2,2.27,,,
Cardwell,-18.20,145.90,2008,2008,25,female,2,2.28,,,
Cardwell,-18.20,145.90,2008,2008,25,female,2,2.31,,,
Cardwell,-18.20,145.90,2008,2008,25,female,2,2.22,,,
Cardwell,-18.20,145.90,2008,2008,25,female,2,2.35,,,
Cardwell,-18.20,145.90,2008,2008,25,female,2,2.34,,,
Cardwell,-18.20,145.90,2008,2008,25,female,2,2.31,,,
Cardwell,-18.20,145.90,2008,2008,25,female,2,2.26,,,
Cardwell,-18.20,145.90,2008,2008,25,female,3,2.30,,,
Cardwell,-18.20,145.90,2008,2008,25,female,3,2.34,,,
Cardwell,-18.20,145.90,2008,2008,25,female,3,2.39,,,
Cardwell,-18.20,145.90,2008,2008,25,female,3,2.26,,,
Cardwell,-18.20,145.90,2008,2008,25,female,3,2.37,,,
Cardwell,-18.20,145.90,2008,2008,25,female,3,2.30,,,
Cardwell,-18.20,145.90,2008,2008,25,female,3,2.34,,,
Cardwell,-18.20,145.90,2008,2008,25,female,3,2.33,,,
Cardwell,-18.20,145.90,2008,2008,25,female,3,2.35,,,
Cardwell,-18.20,145.90,2008,2008,25,female,3,2.22,,,
Cardwell,-18.20,145.90,2008,2008,25,female,3,2.31,,,
Cardwell,-18.20,145.90,2008,2008,25,male,1,1.98,,,
Cardwell,-18.20,145.90,2008,2008,25,male,1,1.93,,,
Cardwell,-18.20,145.90,2008,2008,25,male,1,1.98,,,
Cardwell,-18.20,145.90,2008,2008,25,male,1,1.93,,,
Cardwell,-18.20,145.90,2008,2008,25,male,1,2.02,,,
Cardwell,-18.20,145.90,2008,2008,25,male,1,2.03,,,
Cardwell,-18.20,145.90,2008,2008,25,male,1,1.91,,,
Cardwell,-18.20,145.90,2008,2008,25,male,1,1.90,,,
Cardwell,-18.20,145.90,2008,2008,25,male,1,1.95,,,
Cardwell,-18.20,145.90,2008,2008,25,male,2,1.95,,,
Cardwell,-18.20,145.90,2008,2008,25,male,2,2.10,,,
Cardwell,-18.20,145.90,2008,2008,25,male,2,1.99,,,
Cardwell,-18.20,145.90,2008,2008,25,male,2,2.04,,,
Cardwell,-18.20,145.90,2008,2008,25,male,2,2.06,,,
Cardwell,-18.20,145.90,2008,2008,25,male,2,2.06,,,
Cardwell,-18.20,145.90,2008,2008,25,male,2,2.06,,,
Cardwell,-18.20,145.90,2008,2008,25,male,2,2.07,,,
Cardwell,-18.20,145.90,2008,2008,25,male,2,1.95,,,
Cardwell,-18.20,145.90,2008,2008,25,male,3,2.04,,,
Cardwell,-18.20,145.90,2008,2008,25,male,3,1.97,,,
Cardwell,-18.20,145.90,2008,2008,25,male,3,2.00,,,
Cardwell,-18.20,145.90,2008,2008,25,male,3,2.05,,,
Cardwell,-18.20,145.90,2008,2008,25,male,3,1.94,,,
Cardwell,-18.20,145.90,2008,2008,25,male,3,1.92,,,
Cardwell,-18.20,145.90,2008,2008,25,male,3,1.97,,,
Cardwell,-18.20,145.90,2008,2008,25,male,3,1.94,,,
Cardwell,-18.20,145.90,2008,2008,25,male,3,2.10,,,
Cardwell,-18.20,145.90,2008,2008,25,male,3,2.00,,,
Bowen,-19.97,148.22,2008,2008,25,female,1,2.45,,,
Bowen,-19.97,148.22,2008,2008,25,female,1,2.30,,,
Bowen,-19.97,148.22,2008,2008,25,female,1,2.42,,,
Bowen,-19.97,148.22,2008,2008,25,female,1,2.26,,,
Bowen,-19.97,148.22,2008,2008,25,female,1,2.40,,,
Bowen,-19.97,148.22,2008,2008,25,female,1,2.39,,,
Bowen,-19.97,148.22,2008,2008,25,female,1,2.30,,,
Bowen,-19.97,148.22,2008,2008,25,female,1,2.32,,,
Bowen,-19.97,148.22,2008,2008,25,female,1,2.34,,,
Bowen,-19.97,148.22,2008,2008,25,female,1,2.33,,,
Bowen,-19.97,148.22,2008,2008,25,female,2,2.32,,,
Bowen,-19.97,148.22,2008,2008,25,female,2,2.31,,,
Bowen,-19.97,148.22,2008,2008,25,female,2,2.46,,,
Bowen,-19.97,148.22,2008,2008,25,female,2,2.33,,,
Bowen,-19.97,148.22,2008,2008,25,female,2,2.38,,,
Bowen,-19.97,148.22,2008,2008,25,female,2,2.32,,,
Bowen,-19.97,148.22,2008,2008,25,female,2,2.22,,,
Bowen,-19.97,148.22,2008,2008,25,female,2,2.45,,,
Bowen,-19.97,148.22,2008,2008,25,female,2,2.46,,,
Bowen,-19.97,148.22,2008,2008,25,female,2,2.34,,,
Bowen,-19.97,148.22,2008,2008,25,female,3,2.37,,,
Bowen,-19.97,148.22,2008,2008,25,female,3,2.44,,,
Bowen,-19.97,148.22,2008,2008,25,female,3,2.55,,,
Bowen,-19.97,148.22,2008,2008,25,female,3,2.26,,,
Bowen,-19.97,148.22,2008,2008,25,female,3,2.42,,,
Bowen,-19.97,148.22,2008,2008,25,female,3,2.43,,,
Bowen,-19.97,148.22,2008,2008,25,female,3,2.46,,,
Bowen,-19.97,148.22,2008,2008,25,female,3,2.41,,,
Bowen,-19.97,148.22,2008,2008,25,male,1,2.00,,,
Bowen,-19.97,148.22,2008,2008,25,male,1,1.96,,,
Bowen,-19.97,148.22,2008,2008,25,male,1,2.12,,,
Bowen,-19.97,148.22,2008,2008,25,male,1,1.89,,,
Bowen,-19.97,148.22,2008,2008,25,male,1,2.05,,,
Bowen,-19.97,148.22,2008,2008,25,male,1,2.09,,,
Bowen,-19.97,148.22,2008,2008,25,male,1,2.01,,,
Bowen,-19.97,148.22,2008,2008,25,male,1,2.03,,,
Bowen,-19.97,148.22,2008,2008,25,male,1,2.08,,,
Bowen,-19.97,148.22,2008,2008,25,male,2,2.02,,,
Bowen,-19.97,148.22,2008,2008,25,male,2,2.02,,,
Bowen,-19.97,148.22,2008,2008,25,male,2,2.07,,,
Bowen,-19.97,148.22,2008,2008,25,male,2,1.96,,,
Bowen,-19.97,148.22,2008,2008,25,male,2,2.07,,,
Bowen,-19.97,148.22,2008,2008,25,male,2,2.01,,,
Bowen,-19.97,148.22,2008,2008,25,male,2,2.03,,,
Bowen,-19.97,148.22,2008,2008,25,male,2,1.92,,,
Bowen,-19.97,148.22,2008,2008,25,male,2,2.10,,,
Bowen,-19.97,148.22,2008,2008,25,male,2,2.05,,,
Bowen,-19.97,148.22,2008,2008,25,male,3,2.11,,,
Bowen,-19.97,148.22,2008,2008,25,male,3,2.09,,,
Bowen,-19.97,148.22,2008,2008,25,male,3,2.07,,,
Bowen,-19.97,148.22,2008,2008,25,male,3,2.06,,,
Bowen,-19.97,148.22,2008,2008,25,male,3,2.08,,,
Bowen,-19.97,148.22,2008,2008,25,male,3,2.07,,,
Bowen,-19.97,148.22,2008,2008,25,male,3,2.09,,,
Bowen,-19.97,148.22,2008,2008,25,male,3,2.03,,,
Bowen,-19.97,148.22,2008,2008,25,male,3,2.10,,,
Bowen,-19.97,148.22,2008,2008,25,male,3,2.14,,,
Eungella,-21.13,148.50,2008,2008,25,female,1,2.37,,,
Eungella,-21.13,148.50,2008,2008,25,female,1,2.43,,,
Eungella,-21.13,148.50,2008,2008,25,female,1,2.38,,,
Eungella,-21.13,148.50,2008,2008,25,female,1,2.28,,,
Eungella,-21.13,148.50,2008,2008,25,female,1,2.43,,,
Eungella,-21.13,148.50,2008,2008,25,female,1,2.39,,,
Eungella,-21.13,148.50,2008,2008,25,female,1,2.34,,,
Eungella,-21.13,148.50,2008,2008,25,female,1,2.27,,,
Eungella,-21.13,148.50,2008,2008,25,female,1,2.41,,,
Eungella,-21.13,148.50,2008,2008,25,female,1,2.43,,,
Eungella,-21.13,148.50,2008,2008,25,female,2,2.52,,,
Eungella,-21.13,148.50,2008,2008,25,female,2,2.41,,,
Eungella,-21.13,148.50,2008,2008,25,female,2,2.36,,,
Eungella,-21.13,148.50,2008,2008,25,female,2,2.35,,,
Eungella,-21.13,148.50,2008,2008,25,female,2,2.30,,,
Eungella,-21.13,148.50,2008,2008,25,female,2,2.42,,,
Eungella,-21.13,148.50,2008,2008,25,female,2,2.36,,,
Eungella,-21.13,148.50,2008,2008,25,female,2,2.46,,,
Eungella,-21.13,148.50,2008,2008,25,female,2,2.38,,,
Eungella,-21.13,148.50,2008,2008,25,female,3,2.49,,,
Eungella,-21.13,148.50,2008,2008,25,female,3,2.46,,,
Eungella,-21.13,148.50,2008,2008,25,female,3,2.31,,,
Eungella,-21.13,148.50,2008,2008,25,female,3,2.35,,,
Eungella,-21.13,148.50,2008,2008,25,female,3,2.41,,,
Eungella,-21.13,148.50,2008,2008,25,female,3,2.45,,,
Eungella,-21.13,148.50,2008,2008,25,female,3,2.25,,,
Eungella,-21.13,148.50,2008,2008,25,female,3,2.28,,,
Eungella,-21.13,148.50,2008,2008,25,male,1,2.10,,,
Eungella,-21.13,148.50,2008,2008,25,male,1,2.14,,,
Eungella,-21.13,148.50,2008,2008,25,male,1,2.07,,,
Eungella,-21.13,148.50,2008,2008,25,male,1,2.12,,,
Eungella,-21.13,148.50,2008,2008,25,male,1,2.03,,,
Eungella,-21.13,148.50,2008,2008,25,male,1,2.11,,,
Eungella,-21.13,148.50,2008,2008,25,male,1,2.06,,,
Eungella,-21.13,148.50,2008,2008,25,male,1,2.16,,,
Eungella,-21.13,148.50,2008,2008,25,male,1,2.03,,,
Eungella,-21.13,148.50,2008,2008,25,male,1,2.02,,,
Eungella,-21.13,148.50,2008,2008,25,male,2,2.04,,,
Eungella,-21.13,148.50,2008,2008,25,male,2,2.09,,,
Eungella,-21.13,148.50,2008,2008,25,male,2,2.16,,,
Eungella,-21.13,148.50,2008,2008,25,male,2,2.07,,,
