Population,Latitude,Longitude,Year_start,Year_end,Temperature,Sex,Replicate_vial,Thorax_length
Tilba_Winery,-36.28,150.10,2008,2008,18,male,2,0.95
Tilba_Winery,-36.28,150.10,2008,2008,18,male,2,0.97
Tilba_Winery,-36.28,150.10,2008,2008,18,male,2,0.97
Tilba_Winery,-36.28,150.10,2008,2008,18,male,2,0.98
Tilba_Winery,-36.28,150.10,2008,2008,18,male,2,1.00
Tilba_Winery,-36.28,150.10,2008,2008,18,male,2,1.03
Tilba_Winery,-36.28,150.10,2008,2008,25,male,2,0.87
Tilba_Winery,-36.28,150.10,2008,2008,25,male,2,0.87
Tilba_Winery,-36.28,150.10,2008,2008,25,male,2,0.88
Tilba_Winery,-36.28,150.10,2008,2008,25,male,2,0.90
Tilba_Winery,-36.28,150.10,2008,2008,25,male,2,0.90
Tilba_Winery,-36.28,150.10,2008,2008,25,male,2,0.92
Tilba_Winery,-36.28,150.10,2008,2008,25,male,2,0.92
Tilba_Winery,-36.28,150.10,2008,2008,25,male,2,0.93
Tilba_Winery,-36.28,150.10,2008,2008,25,male,2,0.93
Tilba_Winery,-36.28,150.10,2008,2008,29,male,2,0.78
Tilba_Winery,-36.28,150.10,2008,2008,29,male,2,0.85
Tilba_Winery,-36.28,150.10,2008,2008,29,male,2,0.82
Tilba_Winery,-36.28,150.10,2008,2008,29,male,2,0.80
Tilba_Winery,-36.28,150.10,2008,2008,29,male,2,0.82
Tilba_Winery,-36.28,150.10,2008,2008,29,male,2,0.83
Tilba_Winery,-36.28,150.10,2008,2008,29,male,2,0.83
Tilba_Winery,-36.28,150.10,2008,2008,29,male,2,0.80
Tilba_Winery,-36.28,150.10,2008,2008,29,male,2,0.87
Tilba_Winery,-36.28,150.10,2008,2008,29,male,2,0.80
Tilba_Winery,-36.28,150.10,2008,2008,18,female,3,1.02
Tilba_Winery,-36.28,150.10,2008,2008,18,female,3,1.07
Tilba_Winery,-36.28,150.10,2008,2008,18,female,3,1.07
Tilba_Winery,-36.28,150.10,2008,2008,18,female,3,1.07
Tilba_Winery,-36.28,150.10,2008,2008,18,female,3,1.07
Tilba_Winery,-36.28,150.10,2008,2008,18,female,3,1.08
Tilba_Winery,-36.28,150.10,2008,2008,18,female,3,1.08
Tilba_Winery,-36.28,150.10,2008,2008,18,female,3,1.10
Tilba_Winery,-36.28,150.10,2008,2008,18,female,3,1.12
Tilba_Winery,-36.28,150.10,2008,2008,18,female,3,1.12
Tilba_Winery,-36.28,150.10,2008,2008,25,female,3,1.00
Tilba_Winery,-36.28,150.10,2008,2008,25,female,3,1.00
Tilba_Winery,-36.28,150.10,2008,2008,25,female,3,1.02
Tilba_Winery,-36.28,150.10,2008,2008,25,female,3,1.02
Tilba_Winery,-36.28,150.10,2008,2008,25,female,3,1.03
Tilba_Winery,-36.28,150.10,2008,2008,25,female,3,1.03
Tilba_Winery,-36.28,150.10,2008,2008,25,female,3,1.03
Tilba_Winery,-36.28,150.10,2008,2008,25,female,3,1.03
Tilba_Winery,-36.28,150.10,2008,2008,25,female,3,1.03
Tilba_Winery,-36.28,150.10,2008,2008,25,female,3,1.10
Tilba_Winery,-36.28,150.10,2008,2008,29,female,3,0.97
Tilba_Winery,-36.28,150.10,2008,2008,29,female,3,0.97
Tilba_Winery,-36.28,150.10,2008,2008,29,female,3,0.93
Tilba_Winery,-36.28,150.10,2008,2008,29,female,3,0.97
Tilba_Winery,-36.28,150.10,2008,2008,29,female,3,0.97
Tilba_Winery,-36.28,150.10,2008,2008,29,female,3,0.97
Tilba_Winery,-36.28,150.10,2008,2008,29,female,3,1.00
Tilba_Winery,-36.28,150.10,2008,2008,29,female,3,0.92
Tilba_Winery,-36.28,150.10,2008,2008,29,female,3,0.93
Tilba_Winery,-36.28,150.10,2008,2008,29,female,3,0.93
Tilba_Winery,-36.28,150.10,2008,2008,18,male,3,0.93
Tilba_Winery,-36.28,150.10,2008,2008,18,male,3,0.93
Tilba_Winery,-36.28,150.10,2008,2008,18,male,3,0.93
Tilba_Winery,-36.28,150.10,2008,2008,18,male,3,0.93
Tilba_Winery,-36.28,150.10,2008,2008,18,male,3,0.95
Tilba_Winery,-36.28,150.10,2008,2008,18,male,3,0.95
Tilba_Winery,-36.28,150.10,2008,2008,18,male,3,0.97
Tilba_Winery,-36.28,150.10,2008,2008,18,male,3,0.97
Tilba_Winery,-36.28,150.10,2008,2008,18,male,3,0.97
Tilba_Winery,-36.28,150.10,2008,2008,18,male,3,0.98
Tilba_Winery,-36.28,150.10,2008,2008,25,male,3,0.87
Tilba_Winery,-36.28,150.10,2008,2008,25,male,3,0.87
Tilba_Winery,-36.28,150.10,2008,2008,25,male,3,0.87
Tilba_Winery,-36.28,150.10,2008,2008,25,male,3,0.88
Tilba_Winery,-36.28,150.10,2008,2008,25,male,3,0.88
Tilba_Winery,-36.28,150.10,2008,2008,25,male,3,0.90
Tilba_Winery,-36.28,150.10,2008,2008,25,male,3,0.90
Tilba_Winery,-36.28,150.10,2008,2008,25,male,3,0.90
Tilba_Winery,-36.28,150.10,2008,2008,25,male,3,0.92
Tilba_Winery,-36.28,150.10,2008,2008,25,male,3,0.93
Tilba_Winery,-36.28,150.10,2008,2008,29,male,3,0.85
Tilba_Winery,-36.28,150.10,2008,2008,29,male,3,0.80
Tilba_Winery,-36.28,150.10,2008,2008,29,male,3,0.83
Tilba_Winery,-36.28,150.10,2008,2008,29,male,3,0.87
Tilba_Winery,-36.28,150.10,2008,2008,29,male,3,0.80
Tilba_Winery,-36.28,150.10,2008,2008,29,male,3,0.85
Tilba_Winery,-36.28,150.10,2008,2008,29,male,3,0.77
Tilba_Winery,-36.28,150.10,2008,2008,29,male,3,0.85
Tilba_Winery,-36.28,150.10,2008,2008,29,male,3,0.82
Tilba_Winery,-36.28,150.10,2008,2008,29,male,3,0.85
Bega,-36.67,149.83,2008,2008,18,female,1,1.05
Bega,-36.67,149.83,2008,2008,18,female,1,1.05
Bega,-36.67,149.83,2008,2008,18,female,1,1.07
Bega,-36.67,149.83,2008,2008,18,female,1,1.07
Bega,-36.67,149.83,2008,2008,18,female,1,1.07
Bega,-36.67,149.83,2008,2008,18,female,1,1.07
Bega,-36.67,149.83,2008,2008,18,female,1,1.08
Bega,-36.67,149.83,2008,2008,18,female,1,1.10
Bega,-36.67,149.83,2008,2008,18,female,1,1.10
Bega,-36.67,149.83,2008,2008,18,female,1,1.10
Bega,-36.67,149.83,2008,2008,25,female,1,1.03
Bega,-36.67,149.83,2008,2008,25,female,1,1.03
Bega,-36.67,149.83,2008,2008,25,female,1,1.03
Bega,-36.67,149.83,2008,2008,25,female,1,1.03
Bega,-36.67,149.83,2008,2008,25,female,1,1.03
Bega,-36.67,149.83,2008,2008,25,female,1,1.05
Bega,-36.67,149.83,2008,2008,25,female,1,1.05
Bega,-36.67,149.83,2008,2008,25,female,1,1.07
Bega,-36.67,149.83,2008,2008,25,female,1,1.07
Bega,-36.67,149.83,2008,2008,25,female,1,1.07
Bega,-36.67,149.83,2008,2008,29,female,1,1.00
Bega,-36.67,149.83,2008,2008,29,female,1,0.97
Bega,-36.67,149.83,2008,2008,29,female,1,0.98
Bega,-36.67,149.83,2008,2008,29,female,1,0.93
Bega,-36.67,149.83,2008,2008,29,female,1,0.97
Bega,-36.67,149.83,2008,2008,29,female,1,0.93
Bega,-36.67,149.83,2008,2008,29,female,1,0.93
Bega,-36.67,149.83,2008,2008,29,female,1,1.00
Bega,-36.67,149.83,2008,2008,29,female,1,1.00
Bega,-36.67,149.83,2008,2008,29,female,1,0.97
Bega,-36.67,149.83,2008,2008,18,male,1,0.93
Bega,-36.67,149.83,2008,2008,18,male,1,0.93
Bega,-36.67,149.83,2008,2008,18,male,1,0.95
Bega,-36.67,149.83,2008,2008,18,male,1,0.97
Bega,-36.67,149.83,2008,2008,18,male,1,0.97
Bega,-36.67,149.83,2008,2008,18,male,1,0.97
Bega,-36.67,149.83,2008,2008,18,male,1,0.97
Bega,-36.67,149.83,2008,2008,18,male,1,0.98
Bega,-36.67,149.83,2008,2008,18,male,1,0.98
Bega,-36.67,149.83,2008,2008,18,male,1,1.00
Bega,-36.67,149.83,2008,2008,25,male,1,0.90
Bega,-36.67,149.83,2008,2008,25,male,1,0.90
Bega,-36.67,149.83,2008,2008,25,male,1,0.92
Bega,-36.67,149.83,2008,2008,25,male,1,0.92
Bega,-36.67,149.83,2008,2008,25,male,1,0.92
Bega,-36.67,149.83,2008,2008,25,male,1,0.92
Bega,-36.67,149.83,2008,2008,25,male,1,0.93
Bega,-36.67,149.83,2008,2008,25,male,1,0.93
Bega,-36.67,149.83,2008,2008,25,male,1,0.93
Bega,-36.67,149.83,2008,2008,25,male,1,1.00
Bega,-36.67,149.83,2008,2008,29,male,1,0.83
Bega,-36.67,149.83,2008,2008,29,male,1,0.83
Bega,-36.67,149.83,2008,2008,29,male,1,0.85
Bega,-36.67,149.83,2008,2008,29,male,1,0.83
Bega,-36.67,149.83,2008,2008,29,male,1,0.83
Bega,-36.67,149.83,2008,2008,29,male,1,0.87
Bega,-36.67,149.83,2008,2008,29,male,1,0.85
Bega,-36.67,149.83,2008,2008,29,male,1,0.85
Bega,-36.67,149.83,2008,2008,29,male,1,0.85
Bega,-36.67,149.83,2008,2008,29,male,1,0.80
Bega,-36.67,149.83,2008,2008,18,female,2,1.03
Bega,-36.67,149.83,2008,2008,18,female,2,1.05
Bega,-36.67,149.83,2008,2008,18,female,2,1.07
Bega,-36.67,149.83,2008,2008,18,female,2,1.07
Bega,-36.67,149.83,2008,2008,18,female,2,1.08
Bega,-36.67,149.83,2008,2008,18,female,2,1.08
Bega,-36.67,149.83,2008,2008,18,female,2,1.08
Bega,-36.67,149.83,2008,2008,18,female,2,1.08
Bega,-36.67,149.83,2008,2008,18,female,2,1.10
Bega,-36.67,149.83,2008,2008,18,female,2,1.12
Bega,-36.67,149.83,2008,2008,25,female,2,1.00
Bega,-36.67,149.83,2008,2008,25,female,2,1.02
Bega,-36.67,149.83,2008,2008,25,female,2,1.02
Bega,-36.67,149.83,2008,2008,25,female,2,1.02
Bega,-36.67,149.83,2008,2008,25,female,2,1.03
Bega,-36.67,149.83,2008,2008,25,female,2,1.03
Bega,-36.67,149.83,2008,2008,25,female,2,1.03
Bega,-36.67,149.83,2008,2008,25,female,2,1.05
Bega,-36.67,149.83,2008,2008,25,female,2,1.07
Bega,-36.67,149.83,2008,2008,25,female,2,1.07
Bega,-36.67,149.83,2008,2008,29,female,2,1.00
Bega,-36.67,149.83,2008,2008,29,female,2,0.88
Bega,-36.67,149.83,2008,2008,29,female,2,0.97
Bega,-36.67,149.83,2008,2008,29,female,2,1.00
Bega,-36.67,149.83,2008,2008,29,female,2,0.95
Bega,-36.67,149.83,2008,2008,29,female,2,0.93
Bega,-36.67,149.83,2008,2008,29,female,2,0.95
Bega,-36.67,149.83,2008,2008,29,female,2,0.98
Bega,-36.67,149.83,2008,2008,29,female,2,0.97
Bega,-36.67,149.83,2008,2008,29,female,2,0.97
Bega,-36.67,149.83,2008,2008,18,male,2,0.95
Bega,-36.67,149.83,2008,2008,18,male,2,0.95
Bega,-36.67,149.83,2008,2008,18,male,2,0.95
Bega,-36.67,149.83,2008,2008,18,male,2,0.95
Bega,-36.67,149.83,2008,2008,18,male,2,0.97
Bega,-36.67,149.83,2008,2008,18,male,2,0.97
Bega,-36.67,149.83,2008,2008,18,male,2,0.97
Bega,-36.67,149.83,2008,2008,18,male,2,0.97
Bega,-36.67,149.83,2008,2008,18,male,2,0.97
Bega,-36.67,149.83,2008,2008,18,male,2,1.00
Bega,-36.67,149.83,2008,2008,25,male,2,0.87
Bega,-36.67,149.83,2008,2008,25,male,2,0.87
Bega,-36.67,149.83,2008,2008,25,male,2,0.87
Bega,-36.67,149.83,2008,2008,25,male,2,0.88
Bega,-36.67,149.83,2008,2008,25,male,2,0.90
Bega,-36.67,149.83,2008,2008,25,male,2,0.92
Bega,-36.67,149.83,2008,2008,25,male,2,0.92
Bega,-36.67,149.83,2008,2008,25,male,2,0.93
Bega,-36.67,149.83,2008,2008,25,male,2,0.93
Bega,-36.67,149.83,2008,2008,29,male,2,0.83
Bega,-36.67,149.83,2008,2008,29,male,2,0.85
Bega,-36.67,149.83,2008,2008,29,male,2,0.80
Bega,-36.67,149.83,2008,2008,29,male,2,0.83
Bega,-36.67,149.83,2008,2008,29,male,2,0.82
Bega,-36.67,149.83,2008,2008,29,male,2,0.85
Bega,-36.67,149.83,2008,2008,29,male,2,0.85
Bega,-36.67,149.83,2008,2008,29,male,2,0.87
Bega,-36.67,149.83,2008,2008,29,male,2,0.83
Bega,-36.67,149.83,2008,2008,29,male,2,0.83
Bega,-36.67,149.83,2008,2008,18,female,3,1.03
Bega,-36.67,149.83,2008,2008,18,female,3,1.03
Bega,-36.67,149.83,2008,2008,18,female,3,1.05
Bega,-36.67,149.83,2008,2008,18,female,3,1.05
Bega,-36.67,149.83,2008,2008,18,female,3,1.05
Bega,-36.67,149.83,2008,2008,18,female,3,1.07
Bega,-36.67,149.83,2008,2008,18,female,3,1.07
Bega,-36.67,149.83,2008,2008,18,female,3,1.07
Bega,-36.67,149.83,2008,2008,18,female,3,1.08
Bega,-36.67,149.83,2008,2008,18,female,3,1.10
Bega,-36.67,149.83,2008,2008,25,female,3,1.03
Bega,-36.67,149.83,2008,2008,25,female,3,1.03
Bega,-36.67,149.83,2008,2008,25,female,3,1.05
Bega,-36.67,149.83,2008,2008,25,female,3,1.07
Bega,-36.67,149.83,2008,2008,25,female,3,1.07
Bega,-36.67,149.83,2008,2008,25,female,3,1.07
Bega,-36.67,149.83,2008,2008,25,female,3,1.07
Bega,-36.67,149.83,2008,2008,25,female,3,1.07
Bega,-36.67,149.83,2008,2008,25,female,3,1.07
Bega,-36.67,149.83,2008,2008,25,female,3,1.10
Bega,-36.67,149.83,2008,2008,29,female,3,0.90
Bega,-36.67,149.83,2008,2008,29,female,3,0.92
Bega,-36.67,149.83,2008,2008,29,female,3,1.00
Bega,-36.67,149.83,2008,2008,29,female,3,0.92
Bega,-36.67,149.83,2008,2008,29,female,3,0.97
Bega,-36.67,149.83,2008,2008,29,female,3,0.97
Bega,-36.67,149.83,2008,2008,29,female,3,0.97
Bega,-36.67,149.83,2008,2008,29,female,3,0.90
Bega,-36.67,149.83,2008,2008,29,female,3,0.97
Bega,-36.67,149.83,2008,2008,29,female,3,0.93
Bega,-36.67,149.83,2008,2008,18,male,3,0.92
Bega,-36.67,149.83,2008,2008,18,male,3,0.93
Bega,-36.67,149.83,2008,2008,18,male,3,0.93
Bega,-36.67,149.83,2008,2008,18,male,3,0.93
Bega,-36.67,149.83,2008,2008,18,male,3,0.93
Bega,-36.67,149.83,2008,2008,18,male,3,0.95
Bega,-36.67,149.83,2008,2008,18,male,3,0.97
Bega,-36.67,149.83,2008,2008,18,male,3,0.98
Bega,-36.67,149.83,2008,2008,18,male,3,1.00
Bega,-36.67,149.83,2008,2008,18,male,3,1.00
Bega,-36.67,149.83,2008,2008,25,male,3,0.90
Bega,-36.67,149.83,2008,2008,25,male,3,0.90
Bega,-36.67,149.83,2008,2008,25,male,3,0.90
Bega,-36.67,149.83,2008,2008,25,male,3,0.90
Bega,-36.67,149.83,2008,2008,25,male,3,0.93
Bega,-36.67,149.83,2008,2008,25,male,3,0.93
Bega,-36.67,149.83,2008,2008,25,male,3,0.93
Bega,-36.67,149.83,2008,2008,25,male,3,0.93
Bega,-36.67,149.83,2008,2008,25,male,3,0.95
Bega,-36.67,149.83,2008,2008,25,male,3,0.97
Bega,-36.67,149.83,2008,2008,29,male,3,0.83
Bega,-36.67,149.83,2008,2008,29,male,3,0.85
Bega,-36.67,149.83,2008,2008,29,male,3,0.83
Bega,-36.67,149.83,2008,2008,29,male,3,0.83
Bega,-36.67,149.83,2008,2008,29,male,3,0.82
Bega,-36.67,149.83,2008,2008,29,male,3,0.80
Bega,-36.67,149.83,2008,2008,29,male,3,0.80
Bega,-36.67,149.83,2008,2008,29,male,3,0.80
Bega,-36.67,149.83,2008,2008,29,male,3,0.83
Bega,-36.67,149.83,2008,2008,29,male,3,0.87
Wandin,-37.77,145.42,2008,2008,18,female,1,1.03
Wandin,-37.77,145.42,2008,2008,18,female,1,1.05
Wandin,-37.77,145.42,2008,2008,18,female,1,1.05
Wandin,-37.77,145.42,2008,2008,18,female,1,1.07
Wandin,-37.77,145.42,2008,2008,18,female,1,1.07
Wandin,-37.77,145.42,2008,2008,18,female,1,1.08
Wandin,-37.77,145.42,2008,2008,18,female,1,1.08
Wandin,-37.77,145.42,2008,2008,18,female,1,1.10
Wandin,-37.77,145.42,2008,2008,18,female,1,1.10
Wandin,-37.77,145.42,2008,2008,18,female,1,1.13
Wandin,-37.77,145.42,2008,2008,25,female,1,1.03
Wandin,-37.77,145.42,2008,2008,25,female,1,1.03
Wandin,-37.77,145.42,2008,2008,25,female,1,1.03
Wandin,-37.77,145.42,2008,2008,25,female,1,1.05
Wandin,-37.77,145.42,2008,2008,25,female,1,1.05
Wandin,-37.77,145.42,2008,2008,25,female,1,1.07
Wandin,-37.77,145.42,2008,2008,25,female,1,1.07
Wandin,-37.77,145.42,2008,2008,25,female,1,1.07
Wandin,-37.77,145.42,2008,2008,25,female,1,1.08
Wandin,-37.77,145.42,2008,2008,25,female,1,1.10
Wandin,-37.77,145.42,2008,2008,29,female,1,0.95
Wandin,-37.77,145.42,2008,2008,29,female,1,0.97
Wandin,-37.77,145.42,2008,2008,29,female,1,0.93
Wandin,-37.77,145.42,2008,2008,29,female,1,0.97
Wandin,-37.77,145.42,2008,2008,29,female,1,0.97
Wandin,-37.77,145.42,2008,2008,29,female,1,0.93
Wandin,-37.77,145.42,2008,2008,29,female,1,0.93
Wandin,-37.77,145.42,2008,2008,29,female,1,0.93
Wandin,-37.77,145.42,2008,2008,29,female,1,0.98
Wandin,-37.77,145.42,2008,2008,29,female,1,0.97
Wandin,-37.77,145.42,2008,2008,18,male,1,0.90
Wandin,-37.77,145.42,2008,2008,18,male,1,0.92
Wandin,-37.77,145.42,2008,2008,18,male,1,0.93
Wandin,-37.77,145.42,2008,2008,18,male,1,0.93
Wandin,-37.77,145.42,2008,2008,18,male,1,0.93
Wandin,-37.77,145.42,2008,2008,18,male,1,0.93
Wandin,-37.77,145.42,2008,2008,18,male,1,0.95
Wandin,-37.77,145.42,2008,2008,18,male,1,0.95
Wandin,-37.77,145.42,2008,2008,18,male,1,0.95
Wandin,-37.77,145.42,2008,2008,18,male,1,1.00
Wandin,-37.77,145.42,2008,2008,18,male,1,1.02
Wandin,-37.77,145.42,2008,2008,25,male,1,0.92
Wandin,-37.77,145.42,2008,2008,25,male,1,0.92
Wandin,-37.77,145.42,2008,2008,25,male,1,0.93
Wandin,-37.77,145.42,2008,2008,25,male,1,0.93
Wandin,-37.77,145.42,2008,2008,25,male,1,0.93
Wandin,-37.77,145.42,2008,2008,25,male,1,0.95
Wandin,-37.77,145.42,2008,2008,25,male,1,0.95
Wandin,-37.77,145.42,2008,2008,25,male,1,0.97
Wandin,-37.77,145.42,2008,2008,25,male,1,0.97
Wandin,-37.77,145.42,2008,2008,25,male,1,0.98
Wandin,-37.77,145.42,2008,2008,29,male,1,0.82
Wandin,-37.77,145.42,2008,2008,29,male,1,0.83
Wandin,-37.77,145.42,2008,2008,29,male,1,0.87
Wandin,-37.77,145.42,2008,2008,29,male,1,0.85
Wandin,-37.77,145.42,2008,2008,29,male,1,0.87
Wandin,-37.77,145.42,2008,2008,29,male,1,0.87
Wandin,-37.77,145.42,2008,2008,29,male,1,0.87
Wandin,-37.77,145.42,2008,2008,29,male,1,0.85
Wandin,-37.77,145.42,2008,2008,29,male,1,0.87
Wandin,-37.77,145.42,2008,2008,29,male,1,0.83
Wandin,-37.77,145.42,2008,2008,18,female,2,1.03
Wandin,-37.77,145.42,2008,2008,18,female,2,1.03
Wandin,-37.77,145.42,2008,2008,18,female,2,1.05
Wandin,-37.77,145.42,2008,2008,18,female,2,1.05
Wandin,-37.77,145.42,2008,2008,18,female,2,1.07
Wandin,-37.77,145.42,2008,2008,18,female,2,1.07
Wandin,-37.77,145.42,2008,2008,18,female,2,1.07
Wandin,-37.77,145.42,2008,2008,18,female,2,1.07
Wandin,-37.77,145.42,2008,2008,18,female,2,1.08
Wandin,-37.77,145.42,2008,2008,18,female,2,1.12
Wandin,-37.77,145.42,2008,2008,25,female,2,1.05
Wandin,-37.77,145.42,2008,2008,25,female,2,1.05
Wandin,-37.77,145.42,2008,2008,25,female,2,1.07
Wandin,-37.77,145.42,2008,2008,25,female,2,1.07
Wandin,-37.77,145.42,2008,2008,25,female,2,1.07
Wandin,-37.77,145.42,2008,2008,25,female,2,1.08
Wandin,-37.77,145.42,2008,2008,25,female,2,1.08
Wandin,-37.77,145.42,2008,2008,25,female,2,1.08
Wandin,-37.77,145.42,2008,2008,25,female,2,1.10
Wandin,-37.77,145.42,2008,2008,25,female,2,1.10
Wandin,-37.77,145.42,2008,2008,29,female,2,0.87
Wandin,-37.77,145.42,2008,2008,29,female,2,0.95
Wandin,-37.77,145.42,2008,2008,29,female,2,1.00
Wandin,-37.77,145.42,2008,2008,29,female,2,1.00
Wandin,-37.77,145.42,2008,2008,29,female,2,0.98
Wandin,-37.77,145.42,2008,2008,29,female,2,0.97
Wandin,-37.77,145.42,2008,2008,29,female,2,1.00
Wandin,-37.77,145.42,2008,2008,29,female,2,0.93
Wandin,-37.77,145.42,2008,2008,29,female,2,0.97
Wandin,-37.77,145.42,2008,2008,29,female,2,1.00
Wandin,-37.77,145.42,2008,2008,18,male,2,0.92
Wandin,-37.77,145.42,2008,2008,18,male,2,0.92
Wandin,-37.77,145.42,2008,2008,18,male,2,0.93
Wandin,-37.77,145.42,2008,2008,18,male,2,0.93
Wandin,-37.77,145.42,2008,2008,18,male,2,0.95
Wandin,-37.77,145.42,2008,2008,18,male,2,0.95
Wandin,-37.77,145.42,2008,2008,18,male,2,0.95
Wandin,-37.77,145.42,2008,2008,18,male,2,0.95
Wandin,-37.77,145.42,2008,2008,18,male,2,0.95
Wandin,-37.77,145.42,2008,2008,18,male,2,1.00
Wandin,-37.77,145.42,2008,2008,25,male,2,0.92
Wandin,-37.77,145.42,2008,2008,25,male,2,0.93
Wandin,-37.77,145.42,2008,2008,25,male,2,0.93
Wandin,-37.77,145.42,2008,2008,25,male,2,0.93
Wandin,-37.77,145.42,2008,2008,25,male,2,0.93
Wandin,-37.77,145.42,2008,2008,25,male,2,0.95
Wandin,-37.77,145.42,2008,2008,25,male,2,0.97
Wandin,-37.77,145.42,2008,2008,25,male,2,0.97
Wandin,-37.77,145.42,2008,2008,25,male,2,0.97
Wandin,-37.77,145.42,2008,2008,25,male,2,0.97
Wandin,-37.77,145.42,2008,2008,29,male,2,0.78
Wandin,-37.77,145.42,2008,2008,29,male,2,0.87
Wandin,-37.77,145.42,2008,2008,29,male,2,0.87
Wandin,-37.77,145.42,2008,2008,29,male,2,0.87
Wandin,-37.77,145.42,2008,2008,29,male,2,0.88
Wandin,-37.77,145.42,2008,2008,29,male,2,0.87
Wandin,-37.77,145.42,2008,2008,29,male,2,0.87
Wandin,-37.77,145.42,2008,2008,29,male,2,0.85
Wandin,-37.77,145.42,2008,2008,29,male,2,0.87
Wandin,-37.77,145.42,2008,2008,29,male,2,0.85
Wandin,-37.77,145.42,2008,2008,18,female,3,1.03
Wandin,-37.77,145.42,2008,2008,18,female,3,1.03
Wandin,-37.77,145.42,2008,2008,18,female,3,1.03
Wandin,-37.77,145.42,2008,2008,18,female,3,1.07
Wandin,-37.77,145.42,2008,2008,18,female,3,1.07
Wandin,-37.77,145.42,2008,2008,18,female,3,1.07
Wandin,-37.77,145.42,2008,2008,18,female,3,1.07
Wandin,-37.77,145.42,2008,2008,18,female,3,1.10
Wandin,-37.77,145.42,2008,2008,18,female,3,1.10
Wandin,-37.77,145.42,2008,2008,18,female,3,1.10
Wandin,-37.77,145.42,2008,2008,18,female,3,1.12
Wandin,-37.77,145.42,2008,2008,25,female,3,1.02
Wandin,-37.77,145.42,2008,2008,25,female,3,1.02
Wandin,-37.77,145.42,2008,2008,25,female,3,1.03
Wandin,-37.77,145.42,2008,2008,25,female,3,1.03
Wandin,-37.77,145.42,2008,2008,25,female,3,1.07
Wandin,-37.77,145.42,2008,2008,25,female,3,1.07
Wandin,-37.77,145.42,2008,2008,25,female,3,1.07
Wandin,-37.77,145.42,2008,2008,25,female,3,1.08
Wandin,-37.77,145.42,2008,2008,25,female,3,1.10
Wandin,-37.77,145.42,2008,2008,25,female,3,1.10
Wandin,-37.77,145.42,2008,2008,29,female,3,0.97
Wandin,-37.77,145.42,2008,2008,29,female,3,0.98
Wandin,-37.77,145.42,2008,2008,29,female,3,0.97
Wandin,-37.77,145.42,2008,2008,29,female,3,0.97
Wandin,-37.77,145.42,2008,2008,29,female,3,1.00
Wandin,-37.77,145.42,2008,2008,29,female,3,1.00
Wandin,-37.77,145.42,2008,2008,29,female,3,0.97
Wandin,-37.77,145.42,2008,2008,29,female,3,0.97
Wandin,-37.77,145.42,2008,2008,29,female,3,0.95
Wandin,-37.77,145.42,2008,2008,29,female,3,0.97
Wandin,-37.77,145.42,2008,2008,18,male,3,0.93
Wandin,-37.77,145.42,2008,2008,18,male,3,0.93
Wandin,-37.77,145.42,2008,2008,18,male,3,0.93
Wandin,-37.77,145.42,2008,2008,18,male,3,0.93
Wandin,-37.77,145.42,2008,2008,18,male,3,0.93
Wandin,-37.77,145.42,2008,2008,18,male,3,0.93
Wandin,-37.77,145.42,2008,2008,18,male,3,0.97
Wandin,-37.77,145.42,2008,2008,18,male,3,0.97
Wandin,-37.77,145.42,2008,2008,18,male,3,0.97
Wandin,-37.77,145.42,2008,2008,18,male,3,1.03
Wandin,-37.77,145.42,2008,2008,25,male,3,0.90
Wandin,-37.77,145.42,2008,2008,25,male,3,0.90
Wandin,-37.77,145.42,2008,2008,25,male,3,0.90
Wandin,-37.77,145.42,2008,2008,25,male,3,0.90
Wandin,-37.77,145.42,2008,2008,25,male,3,0.92
Wandin,-37.77,145.42,2008,2008,25,male,3,0.93
Wandin,-37.77,145.42,2008,2008,25,male,3,0.93
Wandin,-37.77,145.42,2008,2008,25,male,3,0.93
Wandin,-37.77,145.42,2008,2008,25,male,3,0.97
Wandin,-37.77,145.42,2008,2008,25,male,3,0.97
Wandin,-37.77,145.42,2008,2008,29,male,3,0.85
Wandin,-37.77,145.42,2008,2008,29,male,3,0.87
Wandin,-37.77,145.42,2008,2008,29,male,3,0.80
Wandin,-37.77,145.42,2008,2008,29,male,3,0.85
Wandin,-37.77,145.42,2008,2008,29,male,3,0.85
Wandin,-37.77,145.42,2008,2008,29,male,3,0.83
Wandin,-37.77,145.42,2008,2008,29,male,3,0.80
Wandin,-37.77,145.42,2008,2008,29,male,3,0.80
Wandin,-37.77,145.42,2008,2008,29,male,3,0.83
Wandin,-37.77,145.42,2008,2008,29,male,3,0.83
Metung,-37.88,147.85,2008,2008,18,female,1,1.07
Metung,-37.88,147.85,2008,2008,18,female,1,1.07
Metung,-37.88,147.85,2008,2008,18,female,1,1.07
Metung,-37.88,147.85,2008,2008,18,female,1,1.07
Metung,-37.88,147.85,2008,2008,18,female,1,1.08
Metung,-37.88,147.85,2008,2008,18,female,1,1.10
Metung,-37.88,147.85,2008,2008,18,female,1,1.10
Metung,-37.88,147.85,2008,2008,18,female,1,1.10
Metung,-37.88,147.85,2008,2008,18,female,1,1.12
Metung,-37.88,147.85,2008,2008,18,female,1,1.12
Metung,-37.88,147.85,2008,2008,25,female,1,1.03
Metung,-37.88,147.85,2008,2008,25,female,1,1.03
Metung,-37.88,147.85,2008,2008,25,female,1,1.05
Metung,-37.88,147.85,2008,2008,25,female,1,1.07
