Population,Latitude,Longitude,Year_start,Year_end,Replicate_vial,Temperature,Sex,Wing_thorax_ratio
Cardwell,-18.10,145.90,2008,2008,3,25,female,2.25
Cardwell,-18.10,145.90,2008,2008,3,25,female,2.25
Cardwell,-18.10,145.90,2008,2008,3,25,female,2.42
Cardwell,-18.10,145.90,2008,2008,3,25,female,2.40
Cardwell,-18.10,145.90,2008,2008,3,25,female,2.27
Bowen,-19.97,148.22,2008,2008,1,25,female,2.17
Bowen,-19.97,148.22,2008,2008,1,25,female,2.21
Bowen,-19.97,148.22,2008,2008,1,25,female,2.22
Bowen,-19.97,148.22,2008,2008,1,25,female,2.27
Bowen,-19.97,148.22,2008,2008,1,25,female,2.32
Bowen,-19.97,148.22,2008,2008,1,25,female,2.22
Bowen,-19.97,148.22,2008,2008,1,25,female,2.23
Bowen,-19.97,148.22,2008,2008,1,25,female,2.31
Bowen,-19.97,148.22,2008,2008,1,25,female,2.29
Bowen,-19.97,148.22,2008,2008,1,25,female,2.28
Bowen,-19.97,148.22,2008,2008,2,25,female,2.07
Bowen,-19.97,148.22,2008,2008,2,25,female,2.09
Bowen,-19.97,148.22,2008,2008,2,25,female,2.23
Bowen,-19.97,148.22,2008,2008,2,25,female,2.27
Bowen,-19.97,148.22,2008,2008,2,25,female,2.25
Bowen,-19.97,148.22,2008,2008,2,25,female,2.22
Bowen,-19.97,148.22,2008,2008,2,25,female,2.28
Bowen,-19.97,148.22,2008,2008,2,25,female,2.22
Bowen,-19.97,148.22,2008,2008,2,25,female,2.37
Bowen,-19.97,148.22,2008,2008,3,25,female,2.32
Bowen,-19.97,148.22,2008,2008,3,25,female,2.24
Bowen,-19.97,148.22,2008,2008,3,25,female,2.28
Bowen,-19.97,148.22,2008,2008,3,25,female,2.33
Bowen,-19.97,148.22,2008,2008,3,25,female,2.34
Bowen,-19.97,148.22,2008,2008,3,25,female,2.28
Bowen,-19.97,148.22,2008,2008,3,25,female,2.23
Bowen,-19.97,148.22,2008,2008,3,25,female,2.38
Eungella,-21.13,148.50,2008,2008,1,25,female,2.12
Eungella,-21.13,148.50,2008,2008,1,25,female,2.12
Eungella,-21.13,148.50,2008,2008,1,25,female,2.11
Eungella,-21.13,148.50,2008,2008,1,25,female,2.14
Eungella,-21.13,148.50,2008,2008,1,25,female,2.09
Eungella,-21.13,148.50,2008,2008,1,25,female,2.23
Eungella,-21.13,148.50,2008,2008,1,25,female,2.18
Eungella,-21.13,148.50,2008,2008,1,25,female,2.13
Eungella,-21.13,148.50,2008,2008,1,25,female,2.13
Eungella,-21.13,148.50,2008,2008,1,25,female,2.20
Eungella,-21.13,148.50,2008,2008,2,25,female,2.25
Eungella,-21.13,148.50,2008,2008,2,25,female,2.34
Eungella,-21.13,148.50,2008,2008,2,25,female,2.24
Eungella,-21.13,148.50,2008,2008,2,25,female,2.20
Eungella,-21.13,148.50,2008,2008,2,25,female,2.22
Eungella,-21.13,148.50,2008,2008,2,25,female,2.32
Eungella,-21.13,148.50,2008,2008,2,25,female,2.41
Eungella,-21.13,148.50,2008,2008,2,25,female,2.33
Eungella,-21.13,148.50,2008,2008,2,25,female,2.22
Eungella,-21.13,148.50,2008,2008,3,25,female,2.24
Eungella,-21.13,148.50,2008,2008,3,25,female,2.29
Eungella,-21.13,148.50,2008,2008,3,25,female,2.34
Eungella,-21.13,148.50,2008,2008,3,25,female,2.25
Eungella,-21.13,148.50,2008,2008,3,25,female,2.28
Eungella,-21.13,148.50,2008,2008,3,25,female,2.37
Eungella,-21.13,148.50,2008,2008,3,25,female,2.22
Rockhampton,-23.40,150.48,2008,2008,1,25,female,2.19
Rockhampton,-23.40,150.48,2008,2008,1,25,female,2.23
Rockhampton,-23.40,150.48,2008,2008,1,25,female,2.27
Rockhampton,-23.40,150.48,2008,2008,1,25,female,2.28
Rockhampton,-23.40,150.48,2008,2008,1,25,female,2.15
Rockhampton,-23.40,150.48,2008,2008,1,25,female,2.18
Rockhampton,-23.40,150.48,2008,2008,1,25,female,2.22
Rockhampton,-23.40,150.48,2008,2008,1,25,female,2.35
Rockhampton,-23.40,150.48,2008,2008,1,25,female,2.27
Rockhampton,-23.40,150.48,2008,2008,1,25,female,2.24
Rockhampton,-23.40,150.48,2008,2008,2,25,female,2.22
Rockhampton,-23.40,150.48,2008,2008,2,25,female,2.24
Rockhampton,-23.40,150.48,2008,2008,2,25,female,2.22
Rockhampton,-23.40,150.48,2008,2008,2,25,female,2.26
Rockhampton,-23.40,150.48,2008,2008,2,25,female,2.29
Rockhampton,-23.40,150.48,2008,2008,2,25,female,2.35
Rockhampton,-23.40,150.48,2008,2008,2,25,female,2.21
Rockhampton,-23.40,150.48,2008,2008,2,25,female,2.21
Rockhampton,-23.40,150.48,2008,2008,2,25,female,2.33
Rockhampton,-23.40,150.48,2008,2008,2,25,female,2.25
Rockhampton,-23.40,150.48,2008,2008,3,25,female,2.12
Rockhampton,-23.40,150.48,2008,2008,3,25,female,2.15
Rockhampton,-23.40,150.48,2008,2008,3,25,female,2.15
Rockhampton,-23.40,150.48,2008,2008,3,25,female,2.25
Rockhampton,-23.40,150.48,2008,2008,3,25,female,2.16
Rockhampton,-23.40,150.48,2008,2008,3,25,female,2.20
Rockhampton,-23.40,150.48,2008,2008,3,25,female,2.17
Rockhampton,-23.40,150.48,2008,2008,3,25,female,2.12
Rockhampton,-23.40,150.48,2008,2008,3,25,female,2.29
Rockhampton,-23.40,150.48,2008,2008,3,25,female,2.30
Maryborough,-25.53,152.68,2008,2008,1,25,female,2.30
Maryborough,-25.53,152.68,2008,2008,1,25,female,2.17
Maryborough,-25.53,152.68,2008,2008,1,25,female,2.17
Maryborough,-25.53,152.68,2008,2008,1,25,female,2.25
Maryborough,-25.53,152.68,2008,2008,1,25,female,2.28
Maryborough,-25.53,152.68,2008,2008,1,25,female,2.42
Maryborough,-25.53,152.68,2008,2008,1,25,female,2.29
Maryborough,-25.53,152.68,2008,2008,1,25,female,2.38
Maryborough,-25.53,152.68,2008,2008,1,25,female,2.30
Maryborough,-25.53,152.68,2008,2008,2,25,female,2.25
Maryborough,-25.53,152.68,2008,2008,2,25,female,2.22
Maryborough,-25.53,152.68,2008,2008,2,25,female,2.32
Maryborough,-25.53,152.68,2008,2008,2,25,female,2.23
Maryborough,-25.53,152.68,2008,2008,2,25,female,2.23
Maryborough,-25.53,152.68,2008,2008,2,25,female,2.32
Maryborough,-25.53,152.68,2008,2008,2,25,female,2.19
Maryborough,-25.53,152.68,2008,2008,2,25,female,2.23
Maryborough,-25.53,152.68,2008,2008,2,25,female,2.34
Maryborough,-25.53,152.68,2008,2008,2,25,female,2.29
Maryborough,-25.53,152.68,2008,2008,3,25,female,2.26
Maryborough,-25.53,152.68,2008,2008,3,25,female,2.26
Maryborough,-25.53,152.68,2008,2008,3,25,female,2.26
Maryborough,-25.53,152.68,2008,2008,3,25,female,2.42
Maryborough,-25.53,152.68,2008,2008,3,25,female,2.34
Maryborough,-25.53,152.68,2008,2008,3,25,female,2.31
Maryborough,-25.53,152.68,2008,2008,3,25,female,2.28
Maryborough,-25.53,152.68,2008,2008,3,25,female,2.33
Maryborough,-25.53,152.68,2008,2008,3,25,female,2.32
Maryborough,-25.53,152.68,2008,2008,3,25,female,2.40
Redland_Bay,-27.60,153.30,2008,2008,1,25,female,2.20
Redland_Bay,-27.60,153.30,2008,2008,1,25,female,2.22
Redland_Bay,-27.60,153.30,2008,2008,1,25,female,2.15
Redland_Bay,-27.60,153.30,2008,2008,1,25,female,2.08
Redland_Bay,-27.60,153.30,2008,2008,1,25,female,2.14
Redland_Bay,-27.60,153.30,2008,2008,1,25,female,2.16
Redland_Bay,-27.60,153.30,2008,2008,1,25,female,2.16
Redland_Bay,-27.60,153.30,2008,2008,1,25,female,2.28
Redland_Bay,-27.60,153.30,2008,2008,1,25,female,2.18
Redland_Bay,-27.60,153.30,2008,2008,2,25,female,2.12
Redland_Bay,-27.60,153.30,2008,2008,2,25,female,2.09
Redland_Bay,-27.60,153.30,2008,2008,2,25,female,2.14
Redland_Bay,-27.60,153.30,2008,2008,2,25,female,2.06
Redland_Bay,-27.60,153.30,2008,2008,2,25,female,2.21
Redland_Bay,-27.60,153.30,2008,2008,2,25,female,2.11
Redland_Bay,-27.60,153.30,2008,2008,2,25,female,2.18
Redland_Bay,-27.60,153.30,2008,2008,2,25,female,2.12
Redland_Bay,-27.60,153.30,2008,2008,2,25,female,2.27
Redland_Bay,-27.60,153.30,2008,2008,2,25,female,2.35
Redland_Bay,-27.60,153.30,2008,2008,3,25,female,2.05
Redland_Bay,-27.60,153.30,2008,2008,3,25,female,2.06
Redland_Bay,-27.60,153.30,2008,2008,3,25,female,2.16
Redland_Bay,-27.60,153.30,2008,2008,3,25,female,2.23
Redland_Bay,-27.60,153.30,2008,2008,3,25,female,2.23
Redland_Bay,-27.60,153.30,2008,2008,3,25,female,2.16
Redland_Bay,-27.60,153.30,2008,2008,3,25,female,2.24
Redland_Bay,-27.60,153.30,2008,2008,3,25,female,2.41
Redland_Bay,-27.60,153.30,2008,2008,3,25,female,2.15
Ballina,-28.75,153.52,2008,2008,1,25,female,2.34
Ballina,-28.75,153.52,2008,2008,1,25,female,2.18
Ballina,-28.75,153.52,2008,2008,1,25,female,2.28
Ballina,-28.75,153.52,2008,2008,1,25,female,2.22
Ballina,-28.75,153.52,2008,2008,1,25,female,2.21
Ballina,-28.75,153.52,2008,2008,1,25,female,2.21
Ballina,-28.75,153.52,2008,2008,1,25,female,2.42
Ballina,-28.75,153.52,2008,2008,1,25,female,2.26
Ballina,-28.75,153.52,2008,2008,1,25,female,2.27
Ballina,-28.75,153.52,2008,2008,1,25,female,2.23
Ballina,-28.75,153.52,2008,2008,2,25,female,2.23
Ballina,-28.75,153.52,2008,2008,2,25,female,2.27
Ballina,-28.75,153.52,2008,2008,2,25,female,2.25
Ballina,-28.75,153.52,2008,2008,2,25,female,2.29
Ballina,-28.75,153.52,2008,2008,2,25,female,2.22
Ballina,-28.75,153.52,2008,2008,2,25,female,2.27
Ballina,-28.75,153.52,2008,2008,2,25,female,2.39
Ballina,-28.75,153.52,2008,2008,2,25,female,2.28
Ballina,-28.75,153.52,2008,2008,2,25,female,2.30
Ballina,-28.75,153.52,2008,2008,2,25,female,2.37
Ballina,-28.75,153.52,2008,2008,3,25,female,2.20
Ballina,-28.75,153.52,2008,2008,3,25,female,2.20
Ballina,-28.75,153.52,2008,2008,3,25,female,2.24
Ballina,-28.75,153.52,2008,2008,3,25,female,2.21
Ballina,-28.75,153.52,2008,2008,3,25,female,2.14
Ballina,-28.75,153.52,2008,2008,3,25,female,2.21
Ballina,-28.75,153.52,2008,2008,3,25,female,2.25
Ballina,-28.75,153.52,2008,2008,3,25,female,2.26
Ballina,-28.75,153.52,2008,2008,3,25,female,2.23
Ballina,-28.75,153.52,2008,2008,3,25,female,2.24
Coffs_Harbour,-30.37,153.03,2008,2008,1,25,female,2.23
Coffs_Harbour,-30.37,153.03,2008,2008,1,25,female,2.26
Coffs_Harbour,-30.37,153.03,2008,2008,1,25,female,2.18
Coffs_Harbour,-30.37,153.03,2008,2008,1,25,female,2.23
Coffs_Harbour,-30.37,153.03,2008,2008,1,25,female,2.17
Coffs_Harbour,-30.37,153.03,2008,2008,1,25,female,2.23
Coffs_Harbour,-30.37,153.03,2008,2008,1,25,female,2.17
Coffs_Harbour,-30.37,153.03,2008,2008,1,25,female,2.20
Coffs_Harbour,-30.37,153.03,2008,2008,1,25,female,2.30
Coffs_Harbour,-30.37,153.03,2008,2008,1,25,female,2.31
Coffs_Harbour,-30.37,153.03,2008,2008,2,25,female,2.18
Coffs_Harbour,-30.37,153.03,2008,2008,2,25,female,2.31
Coffs_Harbour,-30.37,153.03,2008,2008,2,25,female,2.29
Coffs_Harbour,-30.37,153.03,2008,2008,2,25,female,2.28
Coffs_Harbour,-30.37,153.03,2008,2008,2,25,female,2.36
Coffs_Harbour,-30.37,153.03,2008,2008,2,25,female,2.32
Coffs_Harbour,-30.37,153.03,2008,2008,2,25,female,2.33
Coffs_Harbour,-30.37,153.03,2008,2008,2,25,female,2.40
Coffs_Harbour,-30.37,153.03,2008,2008,2,25,female,2.29
Coffs_Harbour,-30.37,153.03,2008,2008,2,25,female,2.40
Coffs_Harbour,-30.37,153.03,2008,2008,3,25,female,2.17
Coffs_Harbour,-30.37,153.03,2008,2008,3,25,female,2.28
Coffs_Harbour,-30.37,153.03,2008,2008,3,25,female,2.24
Coffs_Harbour,-30.37,153.03,2008,2008,3,25,female,2.22
Coffs_Harbour,-30.37,153.03,2008,2008,3,25,female,2.23
Coffs_Harbour,-30.37,153.03,2008,2008,3,25,female,2.25
Coffs_Harbour,-30.37,153.03,2008,2008,3,25,female,2.25
Coffs_Harbour,-30.37,153.03,2008,2008,3,25,female,2.31
Coffs_Harbour,-30.37,153.03,2008,2008,3,25,female,2.38
Coffs_Harbour,-30.37,153.03,2008,2008,3,25,female,2.29
Port_Macquarie,-31.42,152.87,2008,2008,1,25,female,2.15
Port_Macquarie,-31.42,152.87,2008,2008,1,25,female,2.24
Port_Macquarie,-31.42,152.87,2008,2008,1,25,female,2.28
Port_Macquarie,-31.42,152.87,2008,2008,1,25,female,2.22
Port_Macquarie,-31.42,152.87,2008,2008,1,25,female,2.30
Port_Macquarie,-31.42,152.87,2008,2008,1,25,female,2.34
Port_Macquarie,-31.42,152.87,2008,2008,1,25,female,2.31
Port_Macquarie,-31.42,152.87,2008,2008,1,25,female,2.35
Port_Macquarie,-31.42,152.87,2008,2008,1,25,female,2.29
Port_Macquarie,-31.42,152.87,2008,2008,2,25,female,2.21
Port_Macquarie,-31.42,152.87,2008,2008,2,25,female,2.20
Port_Macquarie,-31.42,152.87,2008,2008,2,25,female,2.23
Port_Macquarie,-31.42,152.87,2008,2008,2,25,female,2.32
Port_Macquarie,-31.42,152.87,2008,2008,2,25,female,2.33
Port_Macquarie,-31.42,152.87,2008,2008,2,25,female,2.35
Port_Macquarie,-31.42,152.87,2008,2008,2,25,female,2.43
Port_Macquarie,-31.42,152.87,2008,2008,2,25,female,2.32
Port_Macquarie,-31.42,152.87,2008,2008,2,25,female,2.38
Port_Macquarie,-31.42,152.87,2008,2008,2,25,female,2.39
Port_Macquarie,-31.42,152.87,2008,2008,3,25,female,2.24
Port_Macquarie,-31.42,152.87,2008,2008,3,25,female,2.21
Port_Macquarie,-31.42,152.87,2008,2008,3,25,female,2.21
Port_Macquarie,-31.42,152.87,2008,2008,3,25,female,2.14
Port_Macquarie,-31.42,152.87,2008,2008,3,25,female,2.22
Port_Macquarie,-31.42,152.87,2008,2008,3,25,female,2.25
Port_Macquarie,-31.42,152.87,2008,2008,3,25,female,2.26
Port_Macquarie,-31.42,152.87,2008,2008,3,25,female,2.19
Port_Macquarie,-31.42,152.87,2008,2008,3,25,female,2.26
Port_Macquarie,-31.42,152.87,2008,2008,3,25,female,2.31
Hunter_Valley,-32.77,151.27,2008,2008,2,25,female,2.27
Hunter_Valley,-32.77,151.27,2008,2008,2,25,female,2.23
Hunter_Valley,-32.77,151.27,2008,2008,2,25,female,2.29
Hunter_Valley,-32.77,151.27,2008,2008,2,25,female,2.33
Hunter_Valley,-32.77,151.27,2008,2008,2,25,female,2.33
Hunter_Valley,-32.77,151.27,2008,2008,2,25,female,2.26
Hunter_Valley,-32.77,151.27,2008,2008,2,25,female,2.47
Hunter_Valley,-32.77,151.27,2008,2008,2,25,female,2.24
Hunter_Valley,-32.77,151.27,2008,2008,2,25,female,2.23
Hunter_Valley,-32.77,151.27,2008,2008,2,25,female,2.33
Hunter_Valley,-32.77,151.27,2008,2008,2,25,female,2.30
Hunter_Valley,-32.77,151.27,2008,2008,2,25,female,2.30
Hunter_Valley,-32.77,151.27,2008,2008,2,25,female,2.37
Hunter_Valley,-32.77,151.27,2008,2008,2,25,female,2.30
Hunter_Valley,-32.77,151.27,2008,2008,2,25,female,2.45
Hunter_Valley,-32.77,151.27,2008,2008,2,25,female,2.30
Hunter_Valley,-32.77,151.27,2008,2008,2,25,female,2.45
Hunter_Valley,-32.77,151.27,2008,2008,2,25,female,2.37
Hunter_Valley,-32.77,151.27,2008,2008,2,25,female,2.45
Hunter_Valley,-32.77,151.27,2008,2008,2,25,female,2.41
Hunter_Valley,-32.77,151.27,2008,2008,3,25,female,2.30
Hunter_Valley,-32.77,151.27,2008,2008,3,25,female,2.25
Hunter_Valley,-32.77,151.27,2008,2008,3,25,female,2.33
Hunter_Valley,-32.77,151.27,2008,2008,3,25,female,2.34
Hunter_Valley,-32.77,151.27,2008,2008,3,25,female,2.35
Hunter_Valley,-32.77,151.27,2008,2008,3,25,female,2.39
Hunter_Valley,-32.77,151.27,2008,2008,3,25,female,2.35
Hunter_Valley,-32.77,151.27,2008,2008,3,25,female,2.51
Gosford,-33.28,151.20,2008,2008,1,25,female,2.24
Gosford,-33.28,151.20,2008,2008,1,25,female,2.25
Gosford,-33.28,151.20,2008,2008,1,25,female,2.22
Gosford,-33.28,151.20,2008,2008,1,25,female,2.33
Gosford,-33.28,151.20,2008,2008,1,25,female,2.33
Gosford,-33.28,151.20,2008,2008,1,25,female,2.29
Gosford,-33.28,151.20,2008,2008,1,25,female,2.34
Gosford,-33.28,151.20,2008,2008,1,25,female,2.36
Gosford,-33.28,151.20,2008,2008,1,25,female,2.31
Gosford,-33.28,151.20,2008,2008,1,25,female,2.42
Gosford,-33.28,151.20,2008,2008,2,25,female,2.23
Gosford,-33.28,151.20,2008,2008,2,25,female,2.36
Gosford,-33.28,151.20,2008,2008,2,25,female,2.29
Gosford,-33.28,151.20,2008,2008,2,25,female,2.32
Gosford,-33.28,151.20,2008,2008,2,25,female,2.30
Gosford,-33.28,151.20,2008,2008,2,25,female,2.28
Gosford,-33.28,151.20,2008,2008,2,25,female,2.29
Gosford,-33.28,151.20,2008,2008,2,25,female,2.29
Gosford,-33.28,151.20,2008,2008,2,25,female,2.30
Gosford,-33.28,151.20,2008,2008,3,25,female,2.21
Gosford,-33.28,151.20,2008,2008,3,25,female,2.32
Gosford,-33.28,151.20,2008,2008,3,25,female,2.28
Gosford,-33.28,151.20,2008,2008,3,25,female,2.32
Gosford,-33.28,151.20,2008,2008,3,25,female,2.33
Gosford,-33.28,151.20,2008,2008,3,25,female,2.37
Gosford,-33.28,151.20,2008,2008,3,25,female,2.36
Gosford,-33.28,151.20,2008,2008,3,25,female,2.29
Gosford,-33.28,151.20,2008,2008,3,25,female,2.35
Gosford,-33.28,151.20,2008,2008,3,25,female,2.42
Crooked_River,-34.73,150.80,2008,2008,1,25,female,2.33
Crooked_River,-34.73,150.80,2008,2008,1,25,female,2.31
Crooked_River,-34.73,150.80,2008,2008,1,25,female,2.30
Crooked_River,-34.73,150.80,2008,2008,1,25,female,2.30
Crooked_River,-34.73,150.80,2008,2008,1,25,female,2.34
Crooked_River,-34.73,150.80,2008,2008,1,25,female,2.35
Crooked_River,-34.73,150.80,2008,2008,1,25,female,2.39
Crooked_River,-34.73,150.80,2008,2008,1,25,female,2.44
Crooked_River,-34.73,150.80,2008,2008,1,25,female,2.30
Crooked_River,-34.73,150.80,2008,2008,1,25,female,2.39
Crooked_River,-34.73,150.80,2008,2008,2,25,female,2.31
Crooked_River,-34.73,150.80,2008,2008,2,25,female,2.40
Crooked_River,-34.73,150.80,2008,2008,2,25,female,2.21
Crooked_River,-34.73,150.80,2008,2008,2,25,female,2.28
Crooked_River,-34.73,150.80,2008,2008,2,25,female,2.30
Crooked_River,-34.73,150.80,2008,2008,2,25,female,2.26
Crooked_River,-34.73,150.80,2008,2008,2,25,female,2.26
Crooked_River,-34.73,150.80,2008,2008,2,25,female,2.34
Crooked_River,-34.73,150.80,2008,2008,2,25,female,2.34
Crooked_River,-34.73,150.80,2008,2008,2,25,female,2.27
Crooked_River,-34.73,150.80,2008,2008,3,25,female,2.26
Crooked_River,-34.73,150.80,2008,2008,3,25,female,2.27
Crooked_River,-34.73,150.80,2008,2008,3,25,female,2.21
Crooked_River,-34.73,150.80,2008,2008,3,25,female,2.30
Crooked_River,-34.73,150.80,2008,2008,3,25,female,2.32
Crooked_River,-34.73,150.80,2008,2008,3,25,female,2.25
Crooked_River,-34.73,150.80,2008,2008,3,25,female,2.27
Crooked_River,-34.73,150.80,2008,2008,3,25,female,2.31
Crooked_River,-34.73,150.80,2008,2008,3,25,female,2.29
Crooked_River,-34.73,150.80,2008,2008,3,25,female,2.36
Tilba_Winery,-36.28,150.10,2008,2008,1,25,female,2.29
Tilba_Winery,-36.28,150.10,2008,2008,1,25,female,2.31
Tilba_Winery,-36.28,150.10,2008,2008,1,25,female,2.40
Tilba_Winery,-36.28,150.10,2008,2008,1,25,female,2.36
Tilba_Winery,-36.28,150.10,2008,2008,1,25,female,2.43
Tilba_Winery,-36.28,150.10,2008,2008,1,25,female,2.36
Tilba_Winery,-36.28,150.10,2008,2008,1,25,female,2.41
Tilba_Winery,-36.28,150.10,2008,2008,1,25,female,2.39
Tilba_Winery,-36.28,150.10,2008,2008,1,25,female,2.38
Tilba_Winery,-36.28,150.10,2008,2008,1,25,female,2.46
Tilba_Winery,-36.28,150.10,2008,2008,2,25,female,2.32
Tilba_Winery,-36.28,150.10,2008,2008,2,25,female,2.25
Tilba_Winery,-36.28,150.10,2008,2008,2,25,female,2.33
Tilba_Winery,-36.28,150.10,2008,2008,2,25,female,2.39
Tilba_Winery,-36.28,150.10,2008,2008,2,25,female,2.36
Tilba_Winery,-36.28,150.10,2008,2008,2,25,female,2.36
Tilba_Winery,-36.28,150.10,2008,2008,2,25,female,2.32
Tilba_Winery,-36.28,150.10,2008,2008,2,25,female,2.36
Tilba_Winery,-36.28,150.10,2008,2008,2,25,female,2.40
Tilba_Winery,-36.28,150.10,2008,2008,2,25,female,2.35
Tilba_Winery,-36.28,150.10,2008,2008,3,25,female,2.09
Tilba_Winery,-36.28,150.10,2008,2008,3,25,female,2.39
Tilba_Winery,-36.28,150.10,2008,2008,3,25,female,2.33
Tilba_Winery,-36.28,150.10,2008,2008,3,25,female,2.33
Tilba_Winery,-36.28,150.10,2008,2008,3,25,female,2.35
Tilba_Winery,-36.28,150.10,2008,2008,3,25,female,2.49
Tilba_Winery,-36.28,150.10,2008,2008,3,25,female,2.41
Pambula,-36.92,149.87,2008,2008,1,25,female,2.13
Pambula,-36.92,149.87,2008,2008,1,25,female,2.09
Pambula,-36.92,149.87,2008,2008,1,25,female,2.33
Pambula,-36.92,149.87,2008,2008,1,25,female,2.32
Pambula,-36.92,149.87,2008,2008,1,25,female,2.30
Pambula,-36.92,149.87,2008,2008,1,25,female,2.46
Pambula,-36.92,149.87,2008,2008,1,25,female,2.33
Pambula,-36.92,149.87,2008,2008,2,25,female,2.26
Pambula,-36.92,149.87,2008,2008,2,25,female,2.27
Pambula,-36.92,149.87,2008,2008,2,25,female,2.27
Pambula,-36.92,149.87,2008,2008,2,25,female,2.21
Pambula,-36.92,149.87,2008,2008,2,25,female,2.30
Pambula,-36.92,149.87,2008,2008,2,25,female,2.23
Pambula,-36.92,149.87,2008,2008,2,25,female,2.25
Pambula,-36.92,149.87,2008,2008,2,25,female,2.22
Pambula,-36.92,149.87,2008,2008,2,25,female,2.25
Pambula,-36.92,149.87,2008,2008,3,25,female,2.31
Pambula,-36.92,149.87,2008,2008,3,25,female,2.28
Pambula,-36.92,149.87,2008,2008,3,25,female,2.30
Pambula,-36.92,149.87,2008,2008,3,25,female,2.29
Pambula,-36.92,149.87,2008,2008,3,25,female,2.41
Pambula,-36.92,149.87,2008,2008,3,25,female,2.34
Pambula,-36.92,149.87,2008,2008,3,25,female,2.42
Pambula,-36.92,149.87,2008,2008,3,25,female,2.35
Pambula,-36.92,149.87,2008,2008,3,25,female,2.25
Pambula,-36.92,149.87,2008,2008,3,25,female,2.33
Metung,-37.88,147.85,2008,2008,1,25,female,2.38
Metung,-37.88,147.85,2008,2008,1,25,female,2.48
Metung,-37.88,147.85,2008,2008,1,25,female,2.41
Metung,-37.88,147.85,2008,2008,1,25,female,2.35
Metung,-37.88,147.85,2008,2008,1,25,female,2.33
Metung,-37.88,147.85,2008,2008,1,25,female,2.45
Metung,-37.88,147.85,2008,2008,1,25,female,2.45
Metung,-37.88,147.85,2008,2008,1,25,female,2.40
Metung,-37.88,147.85,2008,2008,1,25,female,2.42
Metung,-37.88,147.85,2008,2008,2,25,female,2.28
Metung,-37.88,147.85,2008,2008,2,25,female,2.29
Metung,-37.88,147.85,2008,2008,2,25,female,2.27
Metung,-37.88,147.85,2008,2008,2,25,female,2.21
Metung,-37.88,147.85,2008,2008,2,25,female,2.34
Metung,-37.88,147.85,2008,2008,2,25,female,2.34
Metung,-37.88,147.85,2008,2008,2,25,female,2.38
Metung,-37.88,147.85,2008,2008,2,25,female,2.35
Metung,-37.88,147.85,2008,2008,2,25,female,2.40
Metung,-37.88,147.85,2008,2008,2,25,female,2.54
Metung,-37.88,147.85,2008,2008,3,25,female,2.30
Metung,-37.88,147.85,2008,2008,3,25,female,2.30
Metung,-37.88,147.85,2008,2008,3,25,female,2.18
Metung,-37.88,147.85,2008,2008,3,25,female,2.33
Metung,-37.88,147.85,2008,2008,3,25,female,2.35
Metung,-37.88,147.85,2008,2008,3,25,female,2.36
Metung,-37.88,147.85,2008,2008,3,25,female,2.20
Metung,-37.88,147.85,2008,2008,3,25,female,2.30
Metung,-37.88,147.85,2008,2008,3,25,female,2.42
North_Tasmania,-41.23,147.32,2008,2008,1,25,female,2.23
North_Tasmania,-41.23,147.32,2008,2008,1,25,female,2.28
North_Tasmania,-41.23,147.32,2008,2008,1,25,female,2.22
North_Tasmania,-41.23,147.32,2008,2008,1,25,female,2.30
North_Tasmania,-41.23,147.32,2008,2008,1,25,female,2.20
North_Tasmania,-41.23,147.32,2008,2008,1,25,female,2.32
North_Tasmania,-41.23,147.32,2008,2008,1,25,female,2.29
North_Tasmania,-41.23,147.32,2008,2008,1,25,female,2.36
North_Tasmania,-41.23,147.32,2008,2008,1,25,female,2.36
North_Tasmania,-41.23,147.32,2008,2008,1,25,female,2.48
North_Tasmania,-41.23,147.32,2008,2008,2,25,female,2.22
North_Tasmania,-41.23,147.32,2008,2008,2,25,female,2.32
North_Tasmania,-41.23,147.32,2008,2008,2,25,female,2.32
North_Tasmania,-41.23,147.32,2008,2008,2,25,female,2.42
North_Tasmania,-41.23,147.32,2008,2008,2,25,female,2.35
North_Tasmania,-41.23,147.32,2008,2008,2,25,female,2.28
North_Tasmania,-41.23,147.32,2008,2008,2,25,female,2.47
North_Tasmania,-41.23,147.32,2008,2008,2,25,female,2.40
North_Tasmania,-41.23,147.32,2008,2008,2,25,female,2.34
North_Tasmania,-41.23,147.32,2008,2008,2,25,female,2.27
North_Tasmania,-41.23,147.32,2008,2008,3,25,female,2.34
North_Tasmania,-41.23,147.32,2008,2008,3,25,female,2.30
North_Tasmania,-41.23,147.32,2008,2008,3,25,female,2.31
North_Tasmania,-41.23,147.32,2008,2008,3,25,female,2.39
North_Tasmania,-41.23,147.32,2008,2008,3,25,female,2.33
North_Tasmania,-41.23,147.32,2008,2008,3,25,female,2.32
North_Tasmania,-41.23,147.32,2008,2008,3,25,female,2.45
North_Tasmania,-41.23,147.32,2008,2008,3,25,female,2.46
North_Tasmania,-41.23,147.32,2008,2008,3,25,female,2.46
North_Tasmania,-41.23,147.32,2008,2008,3,25,female,2.40
South_Tasmania,-43.15,147.12,2008,2008,1,25,female,2.46
South_Tasmania,-43.15,147.12,2008,2008,1,25,female,2.50
South_Tasmania,-43.15,147.12,2008,2008,1,25,female,2.40
South_Tasmania,-43.15,147.12,2008,2008,1,25,female,2.42
South_Tasmania,-43.15,147.12,2008,2008,1,25,female,2.44
South_Tasmania,-43.15,147.12,2008,2008,1,25,female,2.44
